num_date_time,answer
2_20220828 20,1465.4303213941891
2_20220828 21,1245.1697423868554
2_20220828 22,918.9999911800844
2_20220828 23,1212.5503288374498
2_20220829 00,1170.5213431471693
2_20220829 01,1168.825725471388
2_20220829 02,1160.429729377638
2_20220829 03,1139.737211474216
2_20220829 04,1138.6104364771204
2_20220829 05,1096.0967951196985
2_20220829 06,1102.2837840542893
2_20220829 07,1063.74424996871
2_20220829 08,1138.1716281427093
2_20220829 09,1211.8117434922788
2_20220829 10,1315.2920256172506
2_20220829 11,1313.8953257046494
2_20220829 12,1291.7148689648757
2_20220829 13,1356.3084904545822
2_20220829 14,1327.7210201005419
2_20220829 15,1301.6441227830596
2_20220829 16,1278.631853589885
2_20220829 17,1245.6279010979945
2_20220829 18,1200.3399653978554
2_20220829 19,1199.678665339297
2_20220829 20,1143.8240152033122
2_20220829 21,1082.3380409766896
2_20220829 22,913.7203828591688
2_20220829 23,1109.9443887933703
2_20220830 00,1130.1078636279103
2_20220830 01,1145.340682231426
2_20220830 02,1155.2087316881782
2_20220830 03,1146.0837191780306
2_20220830 04,1032.5272122301344
2_20220830 05,930.488186432522
2_20220830 06,890.9054336743285
2_20220830 07,1001.2022504464982
2_20220830 08,1267.800537090884
2_20220830 09,1600.8955271696366
2_20220830 10,1854.7559074135386
2_20220830 11,1862.101488468226
2_20220830 12,1927.860424745448
2_20220830 13,1934.6775146275718
2_20220830 14,1934.0832153111655
2_20220830 15,2014.6020588929791
2_20220830 16,2014.2439045961041
2_20220830 17,2017.963629591995
2_20220830 18,2010.5371769552764
2_20220830 19,1845.4622846751413
2_20220830 20,1736.2690665200057
2_20220830 21,1524.3118854819977
2_20220830 22,1028.5933797368368
2_20220830 23,1192.8655678722603
2_20220831 00,1182.953638690627
2_20220831 01,1182.7600962101583
2_20220831 02,1180.3240610539083
2_20220831 03,1171.7277851997937
2_20220831 04,1151.5817891060437
2_20220831 05,1110.903561076392
2_20220831 06,1088.344878266073
2_20220831 07,1093.1500758697325
2_20220831 08,1319.9487817652885
2_20220831 09,1616.74808928515
2_20220831 10,1931.3832577863332
2_20220831 11,1886.7877393334106
2_20220831 12,1959.0299900382824
2_20220831 13,2067.355031072482
2_20220831 14,2061.597755146627
2_20220831 15,2094.8599745370943
2_20220831 16,2103.5685316660006
2_20220831 17,2175.1039896927045
2_20220831 18,2121.909123739957
2_20220831 19,1853.1372140276667
2_20220831 20,1730.6386844913548
2_20220831 21,1594.123714095279
2_20220831 22,1048.0783541858386
2_20220831 23,1256.6254898554023
3_20220825 00,898.1040101090097
3_20220825 01,863.237697909306
3_20220825 02,845.1038475032451
3_20220825 03,813.820335832397
3_20220825 04,780.0190626473682
3_20220825 05,787.07811416104
3_20220825 06,794.0365432269007
3_20220825 07,874.5028766579625
3_20220825 08,1057.6323177941536
3_20220825 09,1144.4657252023785
3_20220825 10,1276.6128811466751
3_20220825 11,1302.801962035096
3_20220825 12,1366.346990817564
3_20220825 13,1359.7395675446992
3_20220825 14,1444.629388683661
3_20220825 15,1564.3552006417804
3_20220825 16,1794.354563790515
3_20220825 17,1809.6544387067293
3_20220825 18,2159.7575104262596
3_20220825 19,2242.631423108412
3_20220825 20,2186.0899585058046
3_20220825 21,1754.7838334345781
3_20220825 22,1157.1632043835498
3_20220825 23,855.5953717437121
3_20220826 00,830.9853444011048
3_20220826 01,813.9064789052759
3_20220826 02,797.985976887887
3_20220826 03,794.2724404432062
3_20220826 04,779.8732705213312
3_20220826 05,789.2326455213312
3_20220826 06,792.2562627511451
3_20220826 07,844.1406609595773
3_20220826 08,952.7952610955551
3_20220826 09,1058.537493927744
3_20220826 10,1191.4233714853606
3_20220826 11,1240.543028882147
3_20220826 12,1205.0069902010225
3_20220826 13,1297.4715452872201
3_20220826 14,1400.800344154274
3_20220826 15,1589.4454783244041
3_20220826 16,1791.4651966649285
3_20220826 17,1825.2604722433534
3_20220826 18,2211.556938150963
3_20220826 19,2264.5044786503695
3_20220826 20,2259.572270019061
3_20220826 21,1867.2145937273565
3_20220826 22,1289.4444103749925
3_20220826 23,982.2871951216437
3_20220827 00,924.6416382828378
3_20220827 01,886.0340779676978
3_20220827 02,805.7660911926707
3_20220827 03,776.2215852441404
3_20220827 04,765.4770162618984
3_20220827 05,752.7488114042906
3_20220827 06,733.9876359779637
3_20220827 07,780.7102350241106
3_20220827 08,851.072660297868
3_20220827 09,934.4548359667576
3_20220827 10,995.88640694627
3_20220827 11,1034.0719129407184
3_20220827 12,1099.694690357716
3_20220827 13,1208.6400894600386
3_20220827 14,1351.5063899592392
3_20220827 15,1585.8935629016355
3_20220827 16,1749.56751760577
3_20220827 17,1834.4562990435702
3_20220827 18,1985.594093301421
3_20220827 19,2045.1981085226355
3_20220827 20,2049.9123905470665
3_20220827 21,1542.9968161489912
3_20220827 22,1115.6191646477555
3_20220827 23,894.0707446706501
3_20220828 00,811.2900803446871
3_20220828 01,781.9827054656821
3_20220828 02,782.591145715774
3_20220828 03,776.773300189062
3_20220828 04,764.8632660093745
3_20220828 05,751.4502579374937
3_20220828 06,734.8980363685887
3_20220828 07,775.4523428956834
3_20220828 08,846.8341910362435
3_20220828 09,890.4012768003665
3_20220828 10,969.9121039852475
3_20220828 11,1026.233651442149
3_20220828 12,1071.538646529692
3_20220828 13,1200.7093669637648
3_20220828 14,1334.3923978950847
3_20220828 15,1514.0917171423062
3_20220828 16,1622.4642310646748
3_20220828 17,1902.1806360908408
3_20220828 18,2006.881797971263
3_20220828 19,1994.116738795999
3_20220828 20,1820.1097250763346
3_20220828 21,1384.7113651095979
3_20220828 22,1027.8148251968373
3_20220828 23,905.506813080689
3_20220829 00,855.5220016371998
3_20220829 01,813.2593889467737
3_20220829 02,800.7253005036034
3_20220829 03,799.8418421839226
3_20220829 04,774.1525676377677
3_20220829 05,774.8555223840358
3_20220829 06,765.8483960333017
3_20220829 07,825.026582418526
3_20220829 08,892.6549109522775
3_20220829 09,960.6824505054992
3_20220829 10,1021.7728532627967
3_20220829 11,1038.7836835259088
3_20220829 12,1027.8074335910583
3_20220829 13,1067.2363116413462
3_20220829 14,997.7929590129352
3_20220829 15,1102.111467215198
3_20220829 16,1040.066396626381
3_20220829 17,1066.5139261570362
3_20220829 18,1067.9311271022618
3_20220829 19,1129.3552207669206
3_20220829 20,1092.3447101820898
3_20220829 21,970.2954556849337
3_20220829 22,805.0752019888387
3_20220829 23,775.992346844881
3_20220830 00,780.7044666977383
3_20220830 01,759.7440853676094
3_20220830 02,754.0682596045115
3_20220830 03,755.925870891259
3_20220830 04,747.9440597192989
3_20220830 05,751.7673934595333
3_20220830 06,769.7464106554694
3_20220830 07,833.078248400984
3_20220830 08,948.7687612991592
3_20220830 09,1047.3837921317868
3_20220830 10,1119.45183247791
3_20220830 11,1132.3033889522685
3_20220830 12,1159.4207832218503
3_20220830 13,1238.4308609273767
3_20220830 14,1348.068378294
3_20220830 15,1517.7719880094523
3_20220830 16,1576.2346961088322
3_20220830 17,1616.6858194335807
3_20220830 18,1642.6781857947533
3_20220830 19,1466.8777955130336
3_20220830 20,1377.1258591179098
3_20220830 21,1305.6258385057686
3_20220830 22,1085.0391458884403
3_20220830 23,855.6959557582588
3_20220831 00,823.9486196348296
3_20220831 01,802.004870384779
3_20220831 02,787.0681024982495
3_20220831 03,767.8628215748528
3_20220831 04,770.5521398884514
3_20220831 05,771.2178506891476
3_20220831 06,771.403148585242
3_20220831 07,836.9279283760723
3_20220831 08,947.2990830307265
3_20220831 09,1041.8868921836665
3_20220831 10,1098.337961501013
3_20220831 11,1131.065413264009
3_20220831 12,1160.311634558854
3_20220831 13,1229.4551626172563
3_20220831 14,1394.5669374375798
3_20220831 15,1635.7491924877088
3_20220831 16,1762.689036446765
3_20220831 17,1801.1473328982179
3_20220831 18,2110.715528261755
3_20220831 19,2217.281813733412
3_20220831 20,2111.4886401464296
3_20220831 21,1696.7608842158281
3_20220831 22,1145.4930383679248
3_20220831 23,857.3597150054309
4_20220825 00,692.1710564247682
4_20220825 01,696.5994572771234
4_20220825 02,680.4304254458359
4_20220825 03,685.0651667409919
4_20220825 04,692.0850224626703
4_20220825 05,671.3402728753263
4_20220825 06,732.061542361937
4_20220825 07,824.7905980455233
4_20220825 08,1021.4198349026906
4_20220825 09,1202.0180717929065
4_20220825 10,1304.5810779336741
4_20220825 11,1326.821994871953
4_20220825 12,1308.9471663761115
4_20220825 13,1285.4182126893145
4_20220825 14,1262.505195983972
4_20220825 15,1224.6482193936308
4_20220825 16,1211.6586850730482
4_20220825 17,1108.7937023922805
4_20220825 18,992.191686744625
4_20220825 19,849.6785324937443
4_20220825 20,792.2771042604114
4_20220825 21,751.222692304235
4_20220825 22,737.9855836428721
4_20220825 23,684.7547340282297
4_20220826 00,688.0153541454172
4_20220826 01,672.429474588761
4_20220826 02,672.9842536414953
4_20220826 03,667.884552713761
4_20220826 04,667.613312771619
4_20220826 05,685.3208215935331
4_20220826 06,735.4040377425217
4_20220826 07,806.2051388268895
4_20220826 08,1010.6853590101
4_20220826 09,1182.333263662996
4_20220826 10,1281.6468942573233
4_20220826 11,1339.7371288933418
4_20220826 12,1328.2156768009017
4_20220826 13,1340.200529762498
4_20220826 14,1319.744848671824
4_20220826 15,1312.0183242327957
4_20220826 16,1277.584629305918
4_20220826 17,1156.787695337033
4_20220826 18,1033.342467041114
4_20220826 19,866.247520698975
4_20220826 20,800.7705510122671
4_20220826 21,755.0717235708748
4_20220826 22,729.5484111460978
4_20220826 23,698.3129594080167
4_20220827 00,695.1882951891332
4_20220827 01,690.5120633557892
4_20220827 02,701.1382331883741
4_20220827 03,672.7136489124213
4_20220827 04,661.0368899960956
4_20220827 05,679.9868060347358
4_20220827 06,716.6305754234022
4_20220827 07,801.9333187585302
4_20220827 08,978.7286482115427
4_20220827 09,1150.8963549954888
4_20220827 10,1252.4073451564304
4_20220827 11,1254.15074210822
4_20220827 12,1250.5546605166892
4_20220827 13,1245.6782205651482
4_20220827 14,1240.8330177115868
4_20220827 15,1223.698774886841
4_20220827 16,1188.5715524576442
4_20220827 17,1094.345624567882
4_20220827 18,983.1460273209314
4_20220827 19,835.2974129552432
4_20220827 20,769.385982863744
4_20220827 21,734.4094737113012
4_20220827 22,711.12952676258
4_20220827 23,670.7845096983272
4_20220828 00,668.0162799640813
4_20220828 01,681.6160784956733
4_20220828 02,683.6197100874701
4_20220828 03,666.076666249332
4_20220828 04,661.9358627889455
4_20220828 05,668.9910909363584
4_20220828 06,723.3284030206164
4_20220828 07,805.590290468009
4_20220828 08,980.7730710928965
4_20220828 09,1169.374015751304
4_20220828 10,1259.3111779173876
4_20220828 11,1275.5364385526568
4_20220828 12,1283.734247013717
4_20220828 13,1290.151868842037
4_20220828 14,1267.0728308018447
4_20220828 15,1260.8693046657995
4_20220828 16,1266.5064108861534
4_20220828 17,1154.9701335169518
4_20220828 18,1013.8784958177484
4_20220828 19,870.9682629111187
4_20220828 20,799.2223303721041
4_20220828 21,750.4104230529027
4_20220828 22,724.6868284282339
4_20220828 23,695.0276995985835
4_20220829 00,682.4151998823486
4_20220829 01,681.8386196315832
4_20220829 02,686.3992561372381
4_20220829 03,670.1051271297246
4_20220829 04,666.1434101583552
4_20220829 05,673.5818835573994
4_20220829 06,724.134433931388
4_20220829 07,810.2366329675145
4_20220829 08,992.7007837134995
4_20220829 09,1157.0648107232964
4_20220829 10,1254.838744073363
4_20220829 11,1261.9335877612225
4_20220829 12,1253.762975812274
4_20220829 13,1255.006538841403
4_20220829 14,1229.9358306341032
4_20220829 15,1210.4367142365945
4_20220829 16,1190.9656999277495
4_20220829 17,1091.2839307550735
4_20220829 18,983.4944948214173
4_20220829 19,841.5580949136282
4_20220829 20,791.133134686632
4_20220829 21,737.9364646550337
4_20220829 22,696.4877803167897
4_20220829 23,670.0974042083457
4_20220830 00,671.4458539153769
4_20220830 01,670.6280800462696
4_20220830 02,669.2943939280594
4_20220830 03,674.3317307917878
4_20220830 04,688.5108592979923
4_20220830 05,694.849882779788
4_20220830 06,735.6081311674147
4_20220830 07,816.983206198769
4_20220830 08,1001.7466254666571
4_20220830 09,1161.112190653785
4_20220830 10,1251.1305820291827
4_20220830 11,1257.070891941155
4_20220830 12,1251.8676654189103
4_20220830 13,1245.8466281837646
4_20220830 14,1210.5564945662586
4_20220830 15,1193.8011525828124
4_20220830 16,1173.7413998387217
4_20220830 17,1093.6046843741656
4_20220830 18,993.9266095053712
4_20220830 19,850.1675213333559
4_20220830 20,804.4126893577053
4_20220830 21,756.7781297987581
4_20220830 22,732.6109620472967
4_20220830 23,680.7596740328881
4_20220831 00,681.7238769137475
4_20220831 01,677.8631358030598
4_20220831 02,678.245521056966
4_20220831 03,696.6715509969847
4_20220831 04,690.0619691563898
4_20220831 05,694.1910279942804
4_20220831 06,730.5912923621196
4_20220831 07,816.4569931590776
4_20220831 08,998.1162091330574
4_20220831 09,1159.1634145709595
4_20220831 10,1265.6948403660576
4_20220831 11,1282.7158059880421
4_20220831 12,1275.4631703884877
4_20220831 13,1262.3771871775612
4_20220831 14,1236.4902520849923
4_20220831 15,1216.1364603945149
4_20220831 16,1194.2369344506492
4_20220831 17,1114.4363111997723
4_20220831 18,1000.1500242549237
4_20220831 19,852.2269511613594
4_20220831 20,785.9147883528574
4_20220831 21,741.5598698048841
4_20220831 22,725.0529504056801
4_20220831 23,692.7369035127091
5_20220825 00,1857.8910961388142
5_20220825 01,1865.4686528309703
5_20220825 02,1861.4582302921103
5_20220825 03,1860.9689257969694
5_20220825 04,1864.1593425533863
5_20220825 05,1921.6013797073444
5_20220825 06,1971.2452878299073
5_20220825 07,2232.588533750022
5_20220825 08,2654.9116178710537
5_20220825 09,3271.735568974709
5_20220825 10,3578.7538586787828
5_20220825 11,3449.3221245888826
5_20220825 12,3443.5731513248406
5_20220825 13,3596.3824958977225
5_20220825 14,3496.2682955683804
5_20220825 15,2942.7278702937356
5_20220825 16,2831.7924262362676
5_20220825 17,2456.0242559700982
5_20220825 18,2035.5522354478048
5_20220825 19,1897.723322922276
5_20220825 20,1873.4647599313462
5_20220825 21,1768.4059743969942
5_20220825 22,1658.6590653445105
5_20220825 23,1676.8757503042602
5_20220826 00,1912.9211345567423
5_20220826 01,1859.305749918306
5_20220826 02,1848.8513214679092
5_20220826 03,1872.388377128577
5_20220826 04,1866.3807600256719
5_20220826 05,1910.7046008560717
5_20220826 06,1948.8987849511286
5_20220826 07,2297.9830683030877
5_20220826 08,2812.9523995491318
5_20220826 09,4203.582525841182
5_20220826 10,4017.604138022644
5_20220826 11,5111.73092516707
5_20220826 12,5722.050950029066
5_20220826 13,5829.097955585978
5_20220826 14,5051.8620564697485
5_20220826 15,5118.245227540361
5_20220826 16,5179.047677464348
5_20220826 17,5277.462166370178
5_20220826 18,4995.452981257809
5_20220826 19,4910.097126961313
5_20220826 20,4736.974806431077
5_20220826 21,2303.2379485218253
5_20220826 22,1889.1017065194578
5_20220826 23,1822.918427133313
5_20220827 00,2043.6494542634991
5_20220827 01,1967.1852292624094
5_20220827 02,1917.9092016621591
5_20220827 03,2008.7332053169762
5_20220827 04,1793.4199405908098
5_20220827 05,1923.1770956317553
5_20220827 06,1912.3231285251934
5_20220827 07,2204.6419728701044
5_20220827 08,3051.3578062555416
5_20220827 09,3306.1189620574755
5_20220827 10,3457.1648734575865
5_20220827 11,4708.573589375074
5_20220827 12,5833.848091837621
5_20220827 13,5745.735680113948
5_20220827 14,5642.875706844061
5_20220827 15,5853.103075686201
5_20220827 16,5800.586074855977
5_20220827 17,5987.5101332482955
5_20220827 18,5359.349465477265
5_20220827 19,4824.096836256658
5_20220827 20,4781.700747914492
5_20220827 21,2289.086114410798
5_20220827 22,1839.7589481570235
5_20220827 23,1764.5158326666478
5_20220828 00,1613.5542111872514
5_20220828 01,1656.1690947107952
5_20220828 02,1628.4985946637357
5_20220828 03,1673.11026549173
5_20220828 04,1628.1063252102026
5_20220828 05,1771.8953241345403
5_20220828 06,1951.2550290438976
5_20220828 07,2382.1876094106633
5_20220828 08,4284.894664914228
5_20220828 09,6004.7147095828495
5_20220828 10,5891.117393885019
5_20220828 11,6076.865543276283
5_20220828 12,6314.166849146126
5_20220828 13,6307.779333053148
5_20220828 14,6211.242972458255
5_20220828 15,5939.667848614419
5_20220828 16,6021.592501937268
5_20220828 17,5131.479225750595
5_20220828 18,2975.6149877531184
5_20220828 19,2080.361027819652
5_20220828 20,1952.7920637714824
5_20220828 21,1774.799286386377
5_20220828 22,1594.133842119153
5_20220828 23,1580.7845563143428
5_20220829 00,1788.396637709655
5_20220829 01,1751.625459493685
5_20220829 02,1781.5401191467759
5_20220829 03,1755.0528750723977
5_20220829 04,1725.61429658512
5_20220829 05,1763.5893097811936
5_20220829 06,1776.5268496616682
5_20220829 07,1803.6630775321366
5_20220829 08,1899.1209624971439
5_20220829 09,1910.344898540403
5_20220829 10,1819.8977269440306
5_20220829 11,1697.1212020372495
5_20220829 12,1648.7502574029945
5_20220829 13,1664.8958098789035
5_20220829 14,1414.1006292966042
5_20220829 15,1399.2615177208122
5_20220829 16,1449.540840795971
5_20220829 17,1681.8762118855923
5_20220829 18,1713.2354408608076
5_20220829 19,1740.499531968237
5_20220829 20,1690.1372393809013
5_20220829 21,1586.1528178580238
5_20220829 22,1570.1924206723156
5_20220829 23,1563.1391087047045
5_20220830 00,1863.4494622095162
5_20220830 01,1827.2760888577882
5_20220830 02,1797.9963183823024
5_20220830 03,1861.48699747599
5_20220830 04,1863.0294067876746
5_20220830 05,1893.9581291930358
5_20220830 06,1877.7513795502807
5_20220830 07,1843.9008087898676
5_20220830 08,2009.2199541488183
5_20220830 09,2057.830442939562
5_20220830 10,2041.3878842805782
5_20220830 11,1933.1920062595002
5_20220830 12,1915.9787129462202
5_20220830 13,1912.4444219731763
5_20220830 14,1854.1347236880615
5_20220830 15,1820.7103286385825
5_20220830 16,1811.6158924430244
5_20220830 17,1884.8246190195453
5_20220830 18,1880.1489738731761
5_20220830 19,1983.178771076649
5_20220830 20,1808.8207725803259
5_20220830 21,1733.974035993106
5_20220830 22,1641.7631360222767
5_20220830 23,1643.3067032257347
5_20220831 00,1826.0249739906205
5_20220831 01,1837.9483877902371
5_20220831 02,1848.7028887850815
5_20220831 03,1873.5034479695134
5_20220831 04,1890.0830449970624
5_20220831 05,1916.5583542201878
5_20220831 06,1957.9566386311465
5_20220831 07,2111.956666671842
5_20220831 08,2307.477406156743
5_20220831 09,2473.274838237354
5_20220831 10,2428.881543070791
5_20220831 11,2334.636827661411
5_20220831 12,2396.499921534297
5_20220831 13,2366.847851917335
5_20220831 14,2416.3075846863658
5_20220831 15,2402.127884700465
5_20220831 16,2281.932010747163
5_20220831 17,2352.7371070698387
5_20220831 18,1998.618189487938
5_20220831 19,1883.8731557326967
5_20220831 20,1812.72720380905
5_20220831 21,1737.2744955847122
5_20220831 22,1650.7702802040624
5_20220831 23,1628.5114236100867
6_20220825 00,1216.7620789654125
6_20220825 01,1057.5309283836586
6_20220825 02,1039.8105496102694
6_20220825 03,1039.202902520337
6_20220825 04,1021.2159839840539
6_20220825 05,1052.2924410908283
6_20220825 06,1224.9490840292544
